insercao,3,16,18,22,26,36,48,51,56,60,67,83,85,92,106,112,115,118,123,132,135,137,172,190,196,198,200,219,220,221,230,235,237,238,239,241,242,245,246,264,265,268,269,272,275,276,332,334,335,339,347,348,349,354,371,374,377,381,383,391,394,432,442,454,455,457,458,459,460,461,463,464,466,471,473,478,479,480,488,493,581,785,788,792,804,823,848,849,869,871,884,889,892,893,898,928,940,941,944,945,961,970,977,978,979,980,981,982,985,987,1045,1046,1049,1051,1055,1059,1061,1062,1063,10953,10964,10966,11002,11008,11009,11010,11013,11014,11015,11018,11019,11020,11022,11024,11376,11377,11378,11379,11380,11381,11382,11383,11384,11385,11394,11395,11403,11407,11795,11878,11975,11983,12040,12097,12150,12151,12164,12185,12186,12209,12213,12252,12255,12260,12261,12265,12270,12271,12287,12290,12291,12306,12307,12308,12325,12387,50025,50035,50069,50073,50074
3,0,0,0,1,0,0,4,105,0,3,0,0,5,0,0,0,0,2,0,5,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,28,1,14,7,54,100,0,26,5,0,43,18,0,0,0,17,9,97,18,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,2,2,0,0,0,0,0,15,0,1,0,2,0,0,0,1,1,0,1,0,23,1,5,0,0,0,0,15,0,0,0,0,0,0,0,7,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,0,19,6,5,4,193,10,0,658,1,0,122,99,1,0,0,1,111,206,1,0,0,0,4,0,1,73,22,10,0,1,2,0,0,0,0,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,17,5,0,17,24,0,24,0,2,0,0,0,0,3,234,0,0,0,0,0,508,0,0,0,1,0,0,0,0,0,0,29,0,0,0,2,1,3,1,0,2,1,2,0,0,0,0,42,0,0,9,0,1,0,0,2,0,0,3,227,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,3,0,0
26,0,0,2,0,101,1,2,131,0,255,0,0,49,69,0,0,0,7,1,26,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1730,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,0,0,14,11,104,108,16,191,0,114,0,1,21,35,1,0,0,8,292,84,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20,85,0,0,0,0,0,2,11,0,0,0,0,0,7,0,0,0,45,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,6,0,0,0,0,0,0,0,19,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
48,3,0,35,47,148,35,1899,1422,0,1009,42,0,402,653,23,1,0,80,256,1410,42,0,1,0,1,0,2,121,35,11,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,4,11,0,34,0,0,0,0,2,0,1,2,0,1,11,0,0,6,0,0,28,2,1,8,18,0,15,1,0,0,1,2,2,348,599,2,1,1,1,0,10,12,0,0,0,1,0,84,2,0,0,10,0,0,0,164,15,3,6,1,26,3,286,0,0,0,0,134,0,3,30,0,0,0,0,22,0,0,0,1928,0,0,0,0,0,5,1,1,0,0,1,0,1,0,1,294,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,8,42,0,1
51,0,0,74,10,2967,307,2304,4703,0,4161,92,0,10176,1195,69,2,2,163,982,3835,94,2,0,3,0,0,0,125,3,7,0,0,0,0,0,0,0,10,4,0,0,0,2,0,0,0,2,1,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,0,1,0,0,1,6,9,1,2847,5296,1,0,1,0,0,114,57,2,0,0,0,0,36,24,0,0,9,0,0,0,389,36,6,8,0,871,32,213,2,0,0,0,976,0,1,18,0,0,0,0,11,2,2,0,2970,2,1,0,0,0,5,0,0,0,0,0,0,0,0,2,967,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,8,0,0,0,0,0,238,32,9,0,1
56,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,10,1,78,118,1050,118,1409,1457,3,7755,135,1,2511,1986,108,2,2,308,273,4147,30,4,0,2,32,12,30,261,112,56,0,1,0,1,0,0,1,4,5,0,1,1,0,4,2,2,36,30,0,47,0,0,1,5,5,0,2,0,1,1,9,0,0,37,1,7,75,26,6,36,50,0,59,13,0,0,10,3,4,139,1899,183,0,60,3,0,103,23,0,2,0,3,2,29,23,5,0,50,1,0,3,931,48,4,14,1,146,7,153,1,1,1,0,269,0,8,104,1,0,0,0,14,8,0,2,6195,1,5,1,0,2,64,8,68,7,2,1,0,0,0,5,1609,0,2,0,0,2,1,1,1,0,1,0,0,0,1,67,15,0,0,0,0,0,0,1,0,2,0,0,0,8,1,1,1,3,34,46,11,78,0,11
67,0,0,1,14,0,0,13,9,0,197,110,0,47,26,0,0,0,28,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,88,0,0
83,0,0,0,0,1,0,1,11,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,0,27,14,106,27,446,1317,0,2763,60,0,4066,1127,114,0,0,5169,545,4943,21,0,0,1,0,0,2,67,13,11,0,0,0,0,0,0,0,8,11,0,0,1,0,0,0,0,4,2,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,3,0,2,4,0,43,1,0,0,0,2,0,662,1780,6,0,5,0,0,21,14,0,0,0,0,0,50,3,2,0,2,0,0,0,163,17,2,4,1,53,2,200,2,0,0,0,205,0,1,48,0,0,1,0,3,0,9,0,1316,1,1,0,1,0,8,0,2,1,0,1,0,0,0,2,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,8,69,9,33,1,0
92,8,0,1,1,41,4,306,1117,0,865,0,0,239,2831,0,0,0,61,173,1509,9,0,0,1,2,5,7,294,20,12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,15,22,0,2,6,0,7,1,0,0,0,0,0,184,135,1,1,0,1,0,2,0,0,0,0,0,0,3,0,1,0,13,0,0,3,99,3,0,0,0,11,0,32,0,0,0,0,7,0,3,7245,0,0,0,0,0,0,0,0,2023,0,0,0,0,0,5,1,0,0,0,0,1,0,0,1,239,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,3,0,1
106,0,0,2,0,2,0,25,15,0,216,5,0,102,19,70,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,227,1,0,0,0,2,0,0,5,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,34,0,0
112,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,30,39,0,14,224,874,0,581,29,0,537,1814,25,1,0,1432,288,1516,12,0,0,0,1,1,1,6,6,1,0,0,0,0,0,0,0,7,59,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,6,0,0,0,0,0,0,750,315,0,0,0,0,0,5,4,0,0,0,0,0,19,16,3,0,0,0,0,0,66,16,4,9,0,4,6,8,0,0,0,0,82,0,0,67,0,0,0,0,1,2,1,2,363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,37,1,0
123,0,0,8,313,101,30,578,2068,0,846,1,0,418,902,2,4,0,13,680,1716,23,1,0,2,1,2,0,116,6,4,0,0,0,0,0,0,0,5,8,0,0,0,2,1,0,0,1,0,0,33,1,0,0,1,2,0,0,0,1,11,12,0,0,9,0,0,0,2,0,4,1,0,9,0,0,1,0,2,1,586,406,4,0,0,0,0,19,1,0,0,0,1,0,10,0,0,1,16,1,5,0,80,2,2,0,4,8,2,66,0,0,0,0,72,0,4,0,0,0,0,0,3,0,0,1,2507,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,11,5,0,2
132,102,0,27,67,456,405,337,1645,0,632,6,9,326,1048,15,3,0,1124,4654,1723,25,0,0,1,23,13,39,262,193,135,1,4,0,0,1,0,0,13,8,0,0,2,17,20,4,1,20,80,1,145,1,0,0,2,26,0,4,26,0,0,71,0,0,94,0,13,114,27,7,56,70,3,117,7,1,0,1,6,1,5636,332,8,3,15,12,0,5,62,0,3,0,9,3,72,20,2,2,29,0,1,1,183,4,32,1,34,114,140,83,0,0,0,0,41,0,65,8,0,1,0,1,9,1,0,2,7323,2,1,0,0,1,9,6,17,3,0,2,1,6,1,15,150,0,0,0,0,0,1,0,1,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,45,2,17,2,0
135,0,0,6,3,17,6,25,83,0,41,0,0,24,20,0,0,0,3,28,45,43,13,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
137,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,2,0,0,0,4,81,0,9,0,0,15,5,0,0,0,1,0,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,40,0,3,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,4,119,0,0,0,0,9,1,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,8,0,35,5,60,1104,0,94,0,0,103,13,6,0,0,8,203,84,3,0,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,0,0,0,0,0,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,1,0,0,12,0,5,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0
220,0,0,2,0,1,0,19,455,0,43,0,0,28,4,1,0,0,3,7,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
221,0,0,0,0,1,0,8,311,0,10,0,0,26,1,0,0,0,2,0,6,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
